theta_arcmin,THIBOS_ONLY,THIBOS_PLUS_ARIAS,CIE_RAW
4.110397329035243388e+02,2.247127947518458464e-03,1.275256703182353346e-01,1.416271070984591873e-01
4.231747653624523764e+02,1.903892797068194561e-03,1.182515774118184926e-01,1.325791342434645692e-01
4.356680576220547891e+02,1.852730967849724325e-03,1.098889284873060118e-01,1.241447395900242001e-01
4.485301865048668333e+02,1.810309850017114601e-03,1.019783892075835086e-01,1.162804482707339576e-01
4.617720410905478161e+02,1.750590070209294543e-03,9.417942017512155595e-02,1.089459847299655559e-01
4.754048319345767482e+02,1.530684712224057763e-03,8.752084817312930087e-02,1.021040297324323914e-01
4.894401005591099079e+02,1.498464597238369353e-03,8.116652440169820626e-02,9.571999629960195599e-02
5.038897292240347383e+02,1.371851323147233034e-03,7.530577417027382869e-02,8.976182307091679080e-02
5.187659509864922711e+02,1.353759787010528747e-03,6.990932046134412658e-02,8.419978370782310595e-02
5.340813600573850408e+02,1.161955258649305638e-03,6.452058835785143276e-02,7.900631106980360308e-02
5.498489224636354038e+02,1.157888917505866784e-03,5.973699793766035909e-02,7.415583499377376153e-02
5.660819870252283863e+02,1.126984787392531530e-03,5.548604774918702853e-02,6.962463260206219751e-02
5.827942966563218761e+02,1.123617853981804908e-03,5.154606558549257311e-02,6.539069015044618460e-02
6.000000000000000000e+02,1.047228846849321661e-03,4.786404315518359015e-02,6.143357550695680014e-02
