theta_arcmin,psf_sr-1,s_deg2_sr-1,encircled_energy
3.134079573843488564e+00,3.470242944967910444e+04,9.468417884956974717e+01,5.454682701150459501e-01
3.203163224548308374e+00,3.340950331155383901e+04,9.521944763222008135e+01,5.494307920531948941e-01
3.273769667091132263e+00,3.215302492396244998e+04,9.572284046223445841e+01,5.534149936279221249e-01
3.345932467951992617e+00,3.093200696677053202e+04,9.619221847787335378e+01,5.574194994750077958e-01
3.419685933507571995e+00,2.974556200163792164e+04,9.662558179811752268e+01,5.614428482137349130e-01
3.495065126340542339e+00,2.859288795822448446e+04,9.702107160633119065e+01,5.654834975360837346e-01
3.572105881908404612e+00,2.747324265813710372e+04,9.737692771659709479e+01,5.695398296938507521e-01
3.650844825579754982e+00,2.638595550456633646e+04,9.769156644782850663e+01,5.736101573319662972e-01
3.731319390046076823e+00,2.533040549111351720e+04,9.796354471148555376e+01,5.776927296190197403e-01
3.813567833117336381e+00,2.430601182607793453e+04,9.819155902781437817e+01,5.817857386621824167e-01
3.897629255909841994e+00,2.331223937964972356e+04,9.837450184168632461e+01,5.858873261291964729e-01
3.983543621435013282e+00,2.234857435128203360e+04,9.851139697004678908e+01,5.899955900462248159e-01
4.071351773597895018e+00,2.141452798158502992e+04,9.860144086226132742e+01,5.941085917352395551e-01
4.161095456614454235e+00,2.050963690228740961e+04,9.864403497253132969e+01,5.982243628100644139e-01
4.252817334856886511e+00,1.963343737568737197e+04,9.863869087774818922e+01,6.023409122197240784e-01
4.346561013136360785e+00,1.878548168776059538e+04,9.858512585840739462e+01,6.064562332700645930e-01
4.442371057432859871e+00,1.796532644854742102e+04,9.848322784566171606e+01,6.105683105724380999e-01
4.540293016081960786e+00,1.717252171421011008e+04,9.833301083619221572e+01,6.146751269027794784e-01
4.640373441428621071e+00,1.640662241004665339e+04,9.813468829874763344e+01,6.187746698975712389e-01
4.742659911958289065e+00,1.566717427399599364e+04,9.788860513600180013e+01,6.228649385565884211e-01
4.847201054915829310e+00,1.495371428499809008e+04,9.759524209841951858e+01,6.269439495371784687e-01
4.954046569423036672e+00,1.426577787908295250e+04,9.725526609443444670e+01,6.310097431675290025e-01
5.063247250105728625e+00,1.360288249056297173e+04,9.686942384006520967e+01,6.350603891787245381e-01
5.174855011241634273e+00,1.296453875279203749e+04,9.643860996831419641e+01,6.390939921290885728e-01
5.288922911440569585e+00,1.235025053314394063e+04,9.596386716525208271e+01,6.431086964695276187e-01
5.405505178868641458e+00,1.175950267452498883e+04,9.544628515920250322e+01,6.471026912684343380e-01
5.524657237028446133e+00,1.119177580243725970e+04,9.488710093005508384e+01,6.510742145620418420e-01
5.646435731107545486e+00,1.064653946640944923e+04,9.428763577990066835e+01,6.550215573087657672e-01
5.770898554907732070e+00,1.012325015282612003e+04,9.364925956767257276e+01,6.589430669750705460e-01
5.898104878367885995e+00,9.621361456138447465e+03,9.297346382513848084e+01,6.628371507131936013e-01
6.028115175693510963e+00,9.140315050365887146e+03,9.226176268261156110e+01,6.667022781424603028e-01
6.160991254106327197e+00,8.679546405134646193e+03,9.151572260965927796e+01,6.705369837632929597e-01
6.296796283227577007e+00,8.238490816362333135e+03,9.073700646956497451e+01,6.743398689596890039e-01
6.435594825109022921e+00,7.816572508627361458e+03,8.992723652410090551e+01,6.781096036453948539e-01
6.577452864925905196e+00,7.413217317494259078e+03,8.908810475302175291e+01,6.818449275465892079e-01
6.722437842346471015e+00,7.027851112999036559e+03,8.822133839079684492e+01,6.855446511197574866e-01
6.870618683592947029e+00,6.659895214694993228e+03,8.732861801738589236e+01,6.892076561537778812e-01
7.022065834209247015e+00,6.308776821175841178e+03,8.641168164311010003e+01,6.928328960478272736e-01
7.176851292550957773e+00,5.973924150204723446e+03,8.547224249606270519e+01,6.964193957763472609e-01
7.335048644013541619e+00,5.654767925783087776e+03,8.451198099026620980e+01,6.999662515998583689e-01
7.496733096015014475e+00,5.350747877805169992e+03,8.353261653883129156e+01,7.034726304912275463e-01
7.661981513749740458e+00,5.061306165007679738e+03,8.253578913885198176e+01,7.069377693287872688e-01
7.830872456730343600e+00,4.785893538788309343e+03,8.152312781074910220e+01,7.103609738812182162e-01
8.003486216135090814e+00,4.523971837646909989e+03,8.049627702507045512e+01,7.137416175681099428e-01
8.179904852978523877e+00,4.275007431109107529e+03,7.945676465915114761e+01,7.170791400620566414e-01
8.360212237123469947e+00,4.038480048597887617e+03,7.840613509880493837e+01,7.203730457286368072e-01
8.544494087152985529e+00,3.813880163376991732e+03,7.734589144770865232e+01,7.236229019038072918e-01
8.732838011121188515e+00,3.600707472777128260e+03,7.627744684353162086e+01,7.268283370837100854e-01
8.925333548202338818e+00,3.398476473864289801e+03,7.520222275586881722e+01,7.299890389862933038e-01
9.122072211257998831e+00,3.206712456221370303e+03,7.412155634079516631e+01,7.331047525253108210e-01
9.323147530342465572e+00,3.024953358914873206e+03,7.303672570025557320e+01,7.361752777369454659e-01
9.528655097167201049e+00,2.852752659736428996e+03,7.194901171293604136e+01,7.392004676251830997e-01
9.738692610545371053e+00,2.689674428671319674e+03,7.085957276170412911e+01,7.421802259767862342e-01
9.953359922838100005e+00,2.535297859174019322e+03,6.976954755197516533e+01,7.451145051609541214e-01
1.017275908742454327e+01,2.389216909406218292e+03,6.868004929326860974e+01,7.480033038874766005e-01
1.039699440721831358e+01,2.251037060335803744e+03,6.759207283485356754e+01,7.508466649865503939e-01
1.062617248425334715e+01,2.120379578352134104e+03,6.650661350701494712e+01,7.536446731842721958e-01
1.086040227036278694e+01,1.996879074709997440e+03,6.542460194412936403e+01,7.563974528868584457e-01
1.109979511897494575e+01,1.880182992295355461e+03,6.434688744801596272e+01,7.591051660103415033e-01
1.134446483805101380e+01,1.769953932655021390e+03,6.327432034268365157e+01,7.617680098190803273e-01
1.159452774418964438e+01,1.665866545138868332e+03,6.220765552455414138e+01,7.643862148115079247e-01
1.185010271792416248e+01,1.567608879355890849e+03,6.114760391337583911e+01,7.669600426619967992e-01
1.211131126023866145e+01,1.474883218856335588e+03,6.009487895653793288e+01,7.694897841901829905e-01
1.237827755032988364e+01,1.387402565110579189e+03,5.905007113181174105e+01,7.719757573989854960e-01
1.265112850464231720e+01,1.304893533994933250e+03,5.801377317758615249e+01,7.744183055711677532e-01
1.292999383720459150e+01,1.227094978804811944e+03,5.698654326667785597e+01,7.768177954083755887e-01
1.321500612129585761e+01,1.153756481299293910e+03,5.596885086802984688e+01,7.791746152553211680e-01
