theta_arcmin,psf_sr-1,s_deg2_sr-1,encircled_energy
3.682245618024465728e+01,2.448802845746373524e+00,9.223098112503334001e-01,9.982725168175573538e-01
3.763412341488666613e+01,2.363437303963655367e+00,9.298335127616990103e-01,9.983118347710807639e-01
3.846368200627485123e+01,2.215147786229044957e+00,9.103364164468636943e-01,9.983478350077151786e-01
3.931152632864605323e+01,2.017206892348847092e+00,8.659399080400161930e-01,9.983851266000220992e-01
4.017805944931949824e+01,1.916252102476455610e+00,8.592668507183716109e-01,9.984214432692007923e-01
4.106369332031606234e+01,1.825695752907753322e+00,8.551492517754754052e-01,9.984557469099234472e-01
4.196884897420125782e+01,1.703106612503037631e+00,8.332847837813455172e-01,9.984895517216314520e-01
4.289395672424520711e+01,1.581212714887807236e+00,8.081277419198601430e-01,9.985230520473816762e-01
4.383945636899461817e+01,1.484843510056072846e+00,7.926993542701388229e-01,9.985554631419049088e-01
4.480579740135414113e+01,1.406311942269189430e+00,7.842374646178508213e-01,9.985878854164299545e-01
4.579343922227640462e+01,1.308885857957785115e+00,7.624402194180949222e-01,9.986192530813020607e-01
4.680285135916241046e+01,1.185188182416423652e+00,7.211563571855450494e-01,9.986500381612548605e-01
4.783451368907600454e+01,1.076787155316069278e+00,6.844001431045465544e-01,9.986794986563176657e-01
4.888891666687865012e+01,1.047637734084804872e+00,6.955517688646916108e-01,9.987084338459233379e-01
4.996656155839293234e+01,9.688616892308836714e-01,6.719209955244053178e-01,9.987372840479230574e-01
5.106796067870552491e+01,9.348349305248278007e-01,6.772195104562084289e-01,9.987649058715061257e-01
5.219363763572312109e+01,8.419476254634745693e-01,6.371148206330998764e-01,9.987926384585573691e-01
5.334412757909694136e+01,8.056684026450081637e-01,6.368352059259909659e-01,9.988191999852445990e-01
