t_s,dot_x,dot_y,sky_upper_right_Ylin,sky_upper_right_Ymax_code,sky_upper_right_sat,grass_Ylin,grass_Ymax_code,grass_sat,water_left_Ylin,water_left_Ymax_code,water_left_sat,sun_disk_Ylin,sun_disk_Ymax_code,sun_disk_sat
577.0000,-1.0,-1.0,0.000000,0.0,0.0000,0.000000,0.0,0.0000,0.000000,0.0,0.0000,0.000000,0.0,0.0000
577.0333,-1.0,-1.0,0.000000,0.0,0.0000,0.000000,0.0,0.0000,0.000000,0.0,0.0000,0.000000,0.0,0.0000
577.0667,-1.0,-1.0,0.000000,0.0,0.0000,0.000000,0.0,0.0000,0.000000,0.0,0.0000,0.000000,0.0,0.0000
577.1000,-1.0,-1.0,0.000000,0.0,0.0000,0.000000,0.0,0.0000,0.000000,0.0,0.0000,0.000000,0.0,0.0000
577.1333,-1.0,-1.0,0.000000,0.0,0.0000,0.000000,0.0,0.0000,0.000000,0.0,0.0000,0.000000,0.0,0.0000
577.1667,-1.0,-1.0,0.000000,0.0,0.0000,0.000000,0.0,0.0000,0.000000,0.0,0.0000,0.000000,0.0,0.0000
577.2000,-1.0,-1.0,0.000000,0.0,0.0000,0.000000,0.0,0.0000,0.000000,0.0,0.0000,0.000000,0.0,0.0000
577.2333,-1.0,-1.0,0.000000,0.0,0.0000,0.000000,0.0,0.0000,0.000000,0.0,0.0000,0.000000,0.0,0.0000
577.2667,-1.0,-1.0,0.000000,0.0,0.0000,0.000000,0.0,0.0000,0.000000,0.0,0.0000,0.000000,0.0,0.0000
577.3000,-1.0,-1.0,0.000000,0.0,0.0000,0.000000,0.0,0.0000,0.000000,0.0,0.0000,0.000000,0.0,0.0000
577.3333,-1.0,-1.0,0.000000,0.0,0.0000,0.000000,0.0,0.0000,0.000000,0.0,0.0000,0.000000,0.0,0.0000
577.3667,-1.0,-1.0,0.000000,0.0,0.0000,0.000000,0.0,0.0000,0.000000,0.0,0.0000,0.000000,0.0,0.0000
577.4000,-1.0,-1.0,0.000000,0.0,0.0000,0.000000,0.0,0.0000,0.000001,1.0,0.0000,0.000000,0.0,0.0000
577.4333,-1.0,-1.0,0.000562,3.4,0.7220,0.000808,16.6,0.0058,0.000816,14.1,0.2373,0.000492,3.1,0.1117
577.4667,-1.0,-1.0,0.002074,10.0,0.7543,0.002819,51.1,0.2285,0.002843,42.6,0.2905,0.001689,9.4,0.3436
577.5000,-1.0,-1.0,0.003938,16.9,0.7601,0.005344,84.6,0.1831,0.005955,71.5,0.2862,0.002917,15.4,0.3233
577.5333,-1.0,-1.0,0.006523,23.0,0.7594,0.008590,118.0,0.1876,0.010213,99.7,0.2918,0.004209,20.7,0.2974
577.5667,-1.0,-1.0,0.009867,29.2,0.7598,0.013073,150.0,0.1891,0.016255,127.5,0.2885,0.006023,27.3,0.3026
577.6000,-1.0,-1.0,0.014099,35.2,0.7600,0.018687,182.9,0.1911,0.024018,156.5,0.2891,0.008026,34.5,0.2973
577.6333,235.7,168.4,0.018688,40.7,0.7598,0.024923,215.5,0.1850,0.032756,184.2,0.2894,0.010180,38.5,0.2874
577.6667,226.9,165.9,0.024004,46.9,0.7611,0.032000,247.3,0.1877,0.042863,209.3,0.2911,0.012751,44.4,0.2855
577.7000,227.3,165.9,0.023969,46.9,0.7606,0.032005,246.0,0.1886,0.042781,209.8,0.2914,0.012729,44.5,0.2945
577.7333,226.3,165.4,0.023785,46.9,0.7612,0.031957,245.0,0.1878,0.042542,209.8,0.2910,0.012770,44.5,0.2908
577.7667,226.1,166.2,0.023639,46.6,0.7600,0.031813,245.0,0.1881,0.042113,210.1,0.2905,0.012716,44.5,0.2946
577.8000,227.1,167.6,0.023317,46.3,0.7609,0.031550,244.4,0.1873,0.041605,210.1,0.2904,0.012531,44.5,0.2890
577.8333,227.7,168.5,0.023180,46.0,0.7611,0.031191,244.3,0.1882,0.041296,210.8,0.2980,0.012510,42.8,0.2854
577.8667,226.6,168.2,0.023059,46.0,0.7599,0.031148,245.3,0.1891,0.041209,210.8,0.2974,0.012508,42.5,0.2872
577.9000,226.3,167.5,0.022873,46.0,0.7612,0.030897,245.3,0.1890,0.040877,211.3,0.2988,0.012387,42.3,0.2903
577.9333,226.7,168.0,0.022733,45.6,0.7604,0.030746,245.3,0.1898,0.040628,211.3,0.2989,0.012391,42.3,0.2924
577.9667,227.9,168.6,0.022411,45.0,0.7617,0.030217,247.3,0.1907,0.040060,211.3,0.3008,0.012083,41.8,0.2941
578.0000,229.7,170.1,0.022048,44.7,0.7600,0.029780,245.6,0.1910,0.039355,211.3,0.3000,0.011758,41.5,0.2991
578.0333,228.7,170.3,0.021689,44.3,0.7619,0.029286,245.6,0.1917,0.038840,210.1,0.3018,0.011588,41.3,0.2963
578.0667,228.1,169.8,0.021878,44.7,0.7598,0.029622,245.6,0.1908,0.039120,210.1,0.2990,0.011818,41.7,0.2909
578.1000,228.3,170.3,0.022045,44.7,0.7609,0.029754,245.6,0.1902,0.039327,210.8,0.3001,0.011776,41.7,0.2916
578.1333,229.1,170.7,0.021714,44.4,0.7615,0.029296,243.6,0.1901,0.038697,209.5,0.2982,0.011667,41.3,0.2889
578.1667,228.3,170.9,0.021728,44.2,0.7619,0.029298,243.6,0.1903,0.038618,209.5,0.3004,0.011665,41.3,0.2895
578.2000,228.2,169.9,0.021819,44.2,0.7613,0.029472,243.6,0.1901,0.038897,209.2,0.2954,0.011712,41.7,0.2946
578.2333,229.0,170.8,0.021842,44.3,0.7630,0.029433,242.3,0.1897,0.038927,208.3,0.2988,0.011670,42.0,0.2948
578.2667,228.6,170.3,0.021965,44.7,0.7607,0.029649,243.6,0.1899,0.039065,208.5,0.2978,0.011764,42.5,0.2927
578.3000,228.4,168.7,0.022119,44.7,0.7620,0.029789,246.0,0.1901,0.039623,208.5,0.2975,0.011789,42.5,0.2879
578.3333,228.5,168.0,0.022216,45.4,0.7602,0.029984,247.2,0.1902,0.039800,208.5,0.2969,0.011738,43.3,0.2926
578.3667,229.0,168.5,0.022289,45.4,0.7621,0.029991,247.2,0.1893,0.040050,208.5,0.2966,0.011753,43.8,0.2937
578.4000,228.7,167.3,0.022527,45.4,0.7606,0.030459,249.7,0.1896,0.040692,210.1,0.2937,0.011882,43.8,0.3032
578.4333,228.5,167.3,0.022743,45.4,0.7608,0.030521,251.6,0.1888,0.040960,210.2,0.2954,0.011854,43.8,0.2985
578.4667,228.4,165.3,0.022814,45.6,0.7589,0.030717,252.5,0.1896,0.041240,212.0,0.2936,0.012050,44.0,0.3053
578.5000,228.7,164.8,0.022870,45.6,0.7608,0.030744,253.0,0.1891,0.041319,213.8,0.2954,0.012003,44.1,0.3112
578.5333,228.5,164.8,0.022797,45.6,0.7593,0.030728,253.0,0.1899,0.041233,213.8,0.2940,0.012005,44.1,0.3051
578.5667,228.3,166.6,0.022802,45.4,0.7602,0.030697,250.9,0.1886,0.041021,213.0,0.2943,0.012063,44.1,0.2980
578.6000,229.3,165.0,0.022550,45.4,0.7580,0.030623,251.9,0.1898,0.040774,214.8,0.2935,0.012044,44.0,0.3116
578.6333,229.1,166.0,0.022247,44.9,0.7614,0.030245,252.6,0.1885,0.040084,213.8,0.2945,0.011866,43.3,0.3063
578.6667,229.5,165.6,0.022157,45.2,0.7585,0.030075,253.5,0.1899,0.039973,213.8,0.2939,0.011825,43.3,0.3037
578.7000,229.4,165.9,0.022096,45.3,0.7609,0.030067,253.5,0.1888,0.039961,212.8,0.2937,0.011845,43.5,0.2920
578.7333,229.0,166.6,0.022212,45.4,0.7583,0.030077,253.1,0.1908,0.040059,212.8,0.2940,0.011860,43.3,0.2995
578.7667,228.3,167.3,0.022356,44.9,0.7614,0.030134,252.2,0.1894,0.040134,213.4,0.2943,0.011916,43.0,0.3022
578.8000,228.5,167.9,0.022327,44.7,0.7596,0.030086,250.2,0.1906,0.039950,212.2,0.2943,0.011910,42.7,0.3075
578.8333,228.6,167.6,0.022383,45.2,0.7611,0.030165,250.3,0.1884,0.040004,211.6,0.2910,0.011888,44.0,0.3039
578.8667,229.1,168.3,0.022297,44.8,0.7598,0.030162,250.3,0.1888,0.039962,211.6,0.2910,0.011888,44.0,0.3039
578.9000,230.2,168.2,0.022365,44.9,0.7605,0.030146,247.6,0.1887,0.039980,210.6,0.2910,0.011888,44.0,0.3039
578.9333,228.4,167.4,0.022534,45.5,0.7578,0.030238,246.3,0.1888,0.040323,211.4,0.2906,0.011893,44.0,0.3048
578.9667,228.6,166.8,0.022714,45.8,0.7595,0.030390,245.5,0.1882,0.040629,211.6,0.2907,0.011907,44.0,0.2984
579.0000,227.4,166.5,0.022831,45.6,0.7581,0.030687,245.5,0.1883,0.040932,211.6,0.2892,0.011957,44.0,0.3151
579.0333,227.6,166.8,0.022852,45.8,0.7592,0.030673,244.5,0.1878,0.041026,211.2,0.2904,0.011955,44.0,0.3052
579.0667,227.7,166.9,0.022987,45.8,0.7572,0.030962,244.5,0.1892,0.041292,211.2,0.2896,0.011946,43.4,0.3041
579.1000,228.9,166.7,0.023124,45.9,0.7586,0.031044,246.6,0.1878,0.041451,210.8,0.2907,0.011986,43.4,0.2959
579.1333,226.7,166.4,0.023143,46.4,0.7583,0.031108,248.3,0.1894,0.041752,210.9,0.2905,0.011949,43.4,0.3066
579.1667,226.7,166.0,0.023178,46.1,0.7592,0.031116,248.6,0.1887,0.041837,211.2,0.2910,0.011966,43.4,0.2915
579.2000,226.5,165.1,0.023453,46.9,0.7589,0.031605,250.3,0.1891,0.042429,212.2,0.2911,0.012169,44.0,0.3034
579.2333,226.9,165.6,0.023613,46.9,0.7609,0.031658,251.5,0.1886,0.042624,212.3,0.2923,0.012262,44.0,0.2991
579.2667,225.7,165.2,0.023886,46.9,0.7598,0.032067,251.5,0.1890,0.043204,212.7,0.2917,0.012387,44.1,0.3044
579.3000,226.7,165.5,0.024017,46.9,0.7608,0.032113,252.3,0.1888,0.043359,213.2,0.2919,0.012343,44.0,0.3020
579.3333,227.9,165.6,0.024292,47.4,0.7595,0.032559,251.7,0.1890,0.043798,214.0,0.2921,0.012564,44.2,0.2999
579.3667,228.1,165.3,0.024406,47.3,0.7612,0.032612,251.7,0.1890,0.044123,214.1,0.2929,0.012546,44.5,0.3051
579.4000,225.7,164.2,0.024608,47.3,0.7593,0.033053,252.5,0.1894,0.044832,214.3,0.2924,0.012695,43.9,0.3071
579.4333,226.8,164.9,0.024826,47.3,0.7611,0.033125,252.6,0.1886,0.045011,215.2,0.2921,0.012874,44.4,0.3074
579.4667,225.9,165.4,0.024966,48.0,0.7584,0.033557,249.7,0.1883,0.045222,215.2,0.2904,0.013156,45.1,0.3025
579.5000,226.0,165.0,0.025143,48.3,0.7602,0.033871,250.0,0.1869,0.045578,215.2,0.2898,0.013210,45.1,0.3043
579.5333,224.2,163.9,0.025506,48.8,0.7595,0.034195,250.2,0.1885,0.045934,215.2,0.2905,0.013496,45.4,0.2890
579.5667,224.7,163.9,0.025650,48.8,0.7617,0.034213,248.7,0.1882,0.045950,214.3,0.2914,0.013514,45.3,0.2942
579.6000,225.3,164.1,0.025528,48.8,0.7608,0.034264,248.7,0.1879,0.045936,214.3,0.2913,0.013496,45.4,0.2989
579.6333,224.6,164.1,0.025377,48.8,0.7591,0.034222,248.7,0.1894,0.045798,215.2,0.2910,0.013493,45.3,0.2969
579.6667,225.0,164.1,0.025542,48.8,0.7611,0.034257,249.8,0.1882,0.045898,215.2,0.2918,0.013535,45.5,0.2895
579.7000,223.7,164.2,0.025238,50.3,0.7644,0.037551,255.0,0.2146,0.081822,254.7,0.6393,0.015444,46.9,0.5569
579.7333,225.8,164.9,0.025210,48.5,0.7609,0.036428,255.0,0.2095,0.077567,255.0,0.3492,0.014644,45.1,0.4962
579.7667,225.6,165.1,0.024930,48.3,0.7591,0.035911,255.0,0.2102,0.073281,255.0,0.3400,0.013953,45.2,0.4853
579.8000,225.1,165.4,0.024845,48.3,0.7594,0.035480,255.0,0.2104,0.070214,254.8,0.3337,0.013632,44.7,0.4642
579.8333,225.2,165.4,0.024699,49.5,0.7707,0.035075,255.0,0.2093,0.068403,254.3,0.3365,0.013498,45.9,0.4321
579.8667,225.5,165.1,0.024757,48.8,0.7676,0.035207,255.0,0.2099,0.067257,254.3,0.3318,0.013454,46.7,0.4153
579.9000,226.1,165.4,0.024876,48.7,0.7738,0.035125,255.0,0.2087,0.065853,253.6,0.3304,0.013386,46.7,0.3877
579.9333,227.9,165.1,0.025012,48.7,0.7729,0.035326,255.0,0.2086,0.066196,253.9,0.3306,0.013377,46.7,0.3899
579.9667,228.1,165.5,0.025075,48.7,0.7743,0.035302,255.0,0.2084,0.065435,253.9,0.3308,0.013412,46.7,0.3890
580.0000,227.5,165.8,0.025618,49.0,0.7698,0.035496,255.0,0.2078,0.064421,253.3,0.3268,0.013566,46.7,0.3879
580.0333,227.2,166.5,0.025809,49.3,0.7719,0.035481,254.9,0.2074,0.063358,252.9,0.3254,0.013576,47.0,0.3655
580.0667,227.0,166.6,0.025796,49.3,0.7717,0.035397,255.0,0.2073,0.062186,252.3,0.3229,0.013612,47.0,0.3651
580.1000,227.9,167.1,0.025783,49.3,0.7719,0.035265,255.0,0.2069,0.060769,250.5,0.3232,0.013550,47.0,0.3639
580.1333,228.3,167.2,0.025764,49.3,0.7710,0.035159,255.0,0.2063,0.059809,249.7,0.3196,0.013575,47.1,0.3580
580.1667,228.7,168.4,0.025730,49.3,0.7716,0.034991,254.9,0.2048,0.058649,248.9,0.3221,0.013524,47.4,0.3345
580.2000,228.8,168.6,0.025718,49.3,0.7714,0.034943,255.0,0.2047,0.058009,245.9,0.3203,0.013396,46.4,0.3387
580.2333,228.9,169.9,0.025713,49.3,0.7712,0.034874,255.0,0.2045,0.057281,243.1,0.3201,0.013179,46.1,0.3409
580.2667,229.0,169.8,0.025821,49.3,0.7688,0.035045,255.0,0.2044,0.057146,237.8,0.3179,0.013208,46.1,0.3445
580.3000,230.1,169.8,0.025846,49.3,0.7698,0.034962,255.0,0.2031,0.056883,237.8,0.3182,0.013241,45.9,0.3482
580.3333,230.8,169.9,0.026012,49.3,0.7642,0.035233,255.0,0.2043,0.056930,236.0,0.3120,0.013327,45.3,0.3489
580.3667,231.0,170.7,0.026072,49.3,0.7652,0.035135,254.6,0.2041,0.056631,234.1,0.3153,0.013386,45.6,0.3369
580.4000,230.2,169.8,0.026410,49.3,0.7606,0.035619,255.0,0.2047,0.057921,237.1,0.3117,0.013565,46.8,0.3478
580.4333,230.5,168.5,0.026566,50.3,0.7658,0.035680,255.0,0.2042,0.058019,241.2,0.3146,0.013571,47.1,0.3343
580.4667,230.1,168.2,0.026935,50.4,0.7638,0.036231,255.0,0.2036,0.058772,242.7,0.3102,0.013751,47.1,0.3583
580.5000,227.9,169.0,0.027029,50.3,0.7652,0.036215,255.0,0.2057,0.058623,241.4,0.3115,0.013675,47.5,0.3525
580.5333,229.3,168.7,0.027402,50.4,0.7628,0.036783,255.0,0.2011,0.058854,239.9,0.3115,0.013820,48.7,0.3578
580.5667,229.3,169.3,0.027490,50.5,0.7624,0.036729,255.0,0.2041,0.058520,239.1,0.3130,0.013844,49.3,0.3612
580.6000,229.5,169.9,0.027837,50.5,0.7610,0.037219,255.0,0.2014,0.058829,238.9,0.3120,0.014053,49.4,0.3594
580.6333,228.3,169.4,0.027906,50.9,0.7615,0.037200,255.0,0.2031,0.058625,237.6,0.3104,0.014110,48.8,0.3558
580.6667,229.5,170.1,0.028311,50.8,0.7607,0.037761,255.0,0.2009,0.058658,236.6,0.3091,0.014247,48.5,0.3561
580.7000,229.5,170.6,0.028395,50.9,0.7612,0.037684,255.0,0.2015,0.058240,234.7,0.3116,0.014274,47.9,0.3502
580.7333,229.7,170.2,0.028664,51.8,0.7631,0.038025,255.0,0.2006,0.058352,234.7,0.3109,0.014496,47.9,0.3490
580.7667,229.9,171.3,0.028662,51.8,0.7610,0.037929,254.9,0.2015,0.057779,234.3,0.3122,0.014552,47.9,0.3505
580.8000,229.6,171.9,0.028591,51.2,0.7608,0.037926,255.0,0.2003,0.057061,232.8,0.3106,0.014580,47.9,0.3467
580.8333,228.6,173.2,0.028076,51.1,0.7614,0.037124,255.0,0.2005,0.055559,233.4,0.3094,0.014359,48.2,0.3339
580.8667,230.0,172.8,0.027717,51.0,0.7588,0.036929,255.0,0.2007,0.054875,234.7,0.3043,0.014220,47.8,0.3345
580.9000,227.7,173.1,0.027295,50.4,0.7602,0.036125,255.0,0.2017,0.053774,233.2,0.3070,0.013983,47.1,0.3374
580.9333,227.0,173.0,0.027185,50.1,0.7595,0.035987,255.0,0.2019,0.053109,230.9,0.3061,0.013942,46.8,0.3378
580.9667,227.5,173.0,0.027120,50.1,0.7602,0.035951,254.9,0.2021,0.053052,231.2,0.3064,0.013956,46.8,0.3397
581.0000,227.8,173.6,0.026755,49.5,0.7614,0.035528,255.0,0.2017,0.052000,228.4,0.3054,0.013831,47.1,0.3394
581.0333,227.2,173.1,0.026927,50.3,0.7622,0.035740,255.0,0.2012,0.052122,227.4,0.3050,0.013887,47.1,0.3381
581.0667,226.8,172.8,0.027156,50.4,0.7615,0.035954,255.0,0.2012,0.052426,226.6,0.3029,0.013880,46.7,0.3287
581.1000,225.2,173.0,0.027340,50.8,0.7603,0.036032,255.0,0.2001,0.052401,225.2,0.3037,0.013904,47.0,0.3291
581.1333,226.2,173.9,0.027669,50.7,0.7598,0.036513,255.0,0.2007,0.053035,224.7,0.3009,0.014166,46.9,0.3260
581.1667,227.6,174.6,0.027868,50.8,0.7616,0.036563,255.0,0.2002,0.053201,224.2,0.3009,0.014147,46.9,0.3262
581.2000,226.9,174.8,0.028006,50.8,0.7610,0.036645,255.0,0.2013,0.053279,223.6,0.3005,0.014086,46.9,0.3312
581.2333,227.2,174.4,0.028006,51.1,0.7617,0.036677,255.0,0.1998,0.053164,224.1,0.3007,0.014084,46.9,0.3212
581.2667,226.2,173.3,0.027955,51.2,0.7604,0.036664,255.0,0.2008,0.052643,224.1,0.3002,0.014095,46.9,0.3224
581.3000,225.9,173.6,0.027997,51.3,0.7616,0.036696,255.0,0.1995,0.052597,224.7,0.3003,0.014144,46.9,0.3256
581.3333,225.9,173.6,0.027970,51.0,0.7604,0.036687,255.0,0.2007,0.052605,224.7,0.2991,0.014251,46.8,0.3259
581.3667,226.9,174.4,0.027997,50.8,0.7613,0.036701,255.0,0.1995,0.052518,223.3,0.2997,0.014272,46.6,0.3254
581.4000,227.5,174.7,0.028235,51.0,0.7598,0.037042,255.0,0.1999,0.052831,222.0,0.3006,0.014311,46.6,0.3217
581.4333,227.7,173.6,0.028456,50.8,0.7608,0.037132,255.0,0.1992,0.052887,222.8,0.2989,0.014477,47.3,0.3308
581.4667,227.4,173.7,0.028698,51.1,0.7599,0.037602,255.0,0.1996,0.053719,224.7,0.2964,0.014781,47.9,0.3165
581.5000,228.0,172.2,0.028934,51.3,0.7609,0.037751,255.0,0.1992,0.054296,227.3,0.2970,0.014683,47.6,0.3186
581.5333,228.2,172.4,0.029056,51.3,0.7589,0.038258,255.0,0.1996,0.054483,224.7,0.2970,0.014792,47.7,0.3202
581.5667,228.2,172.1,0.029314,51.8,0.7607,0.038437,255.0,0.1985,0.055139,226.3,0.2980,0.014774,47.6,0.3213
581.6000,227.8,172.3,0.029540,52.0,0.7583,0.038888,255.0,0.1991,0.055429,226.2,0.2966,0.014960,47.9,0.3226
581.6333,229.4,171.8,0.029730,52.5,0.7599,0.039009,255.0,0.1978,0.055350,227.5,0.2978,0.015163,49.1,0.3249
581.6667,228.9,172.1,0.029709,52.1,0.7591,0.038931,255.0,0.1984,0.054961,229.6,0.2973,0.015137,49.1,0.3330
581.7000,227.9,172.4,0.029266,51.5,0.7599,0.038484,255.0,0.1974,0.054219,226.6,0.2967,0.015025,49.6,0.3285
581.7333,227.2,174.2,0.028853,51.4,0.7592,0.037929,255.0,0.1974,0.052979,224.9,0.2971,0.014751,48.4,0.3216
581.7667,227.0,174.5,0.028436,51.0,0.7602,0.037452,255.0,0.1972,0.052132,224.4,0.2971,0.014684,48.4,0.3187
581.8000,226.7,174.3,0.028035,50.8,0.7590,0.036828,255.0,0.1976,0.051468,225.0,0.2980,0.014421,48.4,0.3299
581.8333,227.5,174.4,0.027963,50.8,0.7600,0.036711,255.0,0.1966,0.051816,229.3,0.2971,0.014382,48.9,0.3212
581.8667,227.9,175.5,0.027776,50.8,0.7568,0.036693,255.0,0.1976,0.051970,234.7,0.2973,0.014397,48.9,0.3223
581.9000,226.6,175.4,0.027329,50.4,0.7594,0.036116,255.0,0.1985,0.050903,232.1,0.2997,0.014155,48.9,0.3241
581.9333,226.6,175.8,0.027259,50.4,0.7571,0.035976,255.0,0.1992,0.050748,232.1,0.2994,0.014294,48.9,0.3269
581.9667,226.7,176.1,0.026836,50.3,0.7587,0.035340,255.0,0.2002,0.050286,233.9,0.3010,0.013732,47.7,0.3285
582.0000,225.4,177.0,0.026403,49.6,0.7580,0.034908,255.0,0.2001,0.049421,231.3,0.2997,0.013663,47.8,0.3234
582.0333,224.9,177.5,0.025977,49.3,0.7590,0.034611,255.0,0.1997,0.048600,229.1,0.2996,0.013560,47.7,0.3242
582.0667,226.5,177.0,0.026047,49.7,0.7584,0.034580,255.0,0.1995,0.048451,229.1,0.2982,0.013546,47.4,0.3252
582.1000,224.6,177.4,0.026046,49.7,0.7588,0.034576,255.0,0.1989,0.048413,229.1,0.2989,0.013555,47.4,0.3152
582.1333,225.5,176.9,0.026096,49.3,0.7591,0.034550,255.0,0.1971,0.048238,227.5,0.2981,0.013549,47.7,0.3246
582.1667,224.7,177.4,0.026096,49.0,0.7597,0.034562,255.0,0.1968,0.048206,226.8,0.2981,0.013548,47.4,0.3177
582.2000,225.2,177.5,0.026104,49.3,0.7596,0.034536,255.0,0.1964,0.047934,225.6,0.2971,0.013562,47.4,0.3163
582.2333,225.3,177.3,0.026117,49.3,0.7608,0.034536,255.0,0.1964,0.047954,225.6,0.2979,0.013572,47.4,0.3189
582.2667,226.3,177.1,0.026133,49.4,0.7601,0.034567,255.0,0.1962,0.048193,227.9,0.2975,0.013599,47.8,0.3209
582.3000,226.2,177.4,0.026126,49.3,0.7605,0.034574,255.0,0.1958,0.048177,227.5,0.2978,0.013629,47.8,0.3238
582.3333,226.2,177.7,0.025748,48.5,0.7607,0.034276,255.0,0.1948,0.047387,227.1,0.2978,0.013629,47.4,0.3187
582.3667,224.5,178.0,0.025680,48.3,0.7607,0.034265,255.0,0.1949,0.047101,232.6,0.2985,0.013630,47.4,0.3152
582.4000,226.9,177.5,0.025186,48.0,0.7590,0.033499,255.0,0.1964,0.046441,240.4,0.2973,0.013374,46.0,0.3157
582.4333,227.2,178.0,0.024861,48.0,0.7612,0.033140,255.0,0.1956,0.045505,242.4,0.2990,0.013375,46.0,0.3131
582.4667,228.4,177.8,0.024369,47.3,0.7585,0.032807,255.0,0.1974,0.044803,243.4,0.2987,0.013320,46.0,0.3131
582.5000,232.4,176.7,0.024051,47.6,0.7618,0.032304,255.0,0.1988,0.044228,250.0,0.3021,0.012804,45.0,0.3254
582.5333,230.3,174.4,0.024021,47.2,0.7585,0.032671,255.0,0.1992,0.045223,253.7,0.3066,0.013131,46.1,0.3247
582.5667,230.5,170.5,0.024169,47.4,0.7606,0.033257,255.0,0.1983,0.046327,254.5,0.3107,0.013218,47.6,0.3199
582.6000,229.2,167.6,0.024318,47.4,0.7579,0.034194,255.0,0.1992,0.047620,254.9,0.3207,0.013457,47.1,0.3112
582.6333,228.8,167.4,0.024533,47.4,0.7599,0.034620,255.0,0.1983,0.048042,254.9,0.3220,0.013555,47.0,0.3103
582.6667,229.0,168.3,0.024799,47.5,0.7590,0.034775,255.0,0.1999,0.047852,254.6,0.3202,0.013754,47.6,0.3108
582.7000,229.1,166.3,0.024938,47.5,0.7611,0.035388,255.0,0.1994,0.049334,255.0,0.3260,0.013684,47.5,0.3120
582.7333,228.9,175.5,0.024728,47.5,0.7555,0.031317,255.0,0.2817,0.065640,255.0,0.4082,0.013585,47.5,0.3066
582.7667,227.6,178.5,0.024171,47.9,0.7616,0.031123,255.0,0.2770,0.062886,255.0,0.3894,0.013083,46.5,0.3034
582.8000,224.3,180.2,0.024399,47.3,0.7593,0.031968,255.0,0.2728,0.061729,255.0,0.3792,0.013250,46.1,0.3146
582.8333,224.6,182.7,0.024451,47.3,0.9363,0.032348,255.0,0.2775,0.061433,255.0,0.3697,0.013427,44.0,0.3284
582.8667,224.1,180.9,0.024739,48.0,0.9366,0.032827,255.0,0.2751,0.061238,254.9,0.3652,0.013309,43.7,0.3326
582.9000,223.1,181.8,0.024905,49.3,0.9394,0.033067,255.0,0.2717,0.060900,254.9,0.3662,0.013179,43.4,0.3148
582.9333,223.7,181.6,0.025011,49.3,0.9399,0.033985,254.9,0.2677,0.061221,254.8,0.3632,0.013191,43.4,0.3147
582.9667,223.7,181.3,0.025047,49.3,0.9414,0.034563,255.0,0.2647,0.061373,255.0,0.3623,0.013191,43.4,0.3147
583.0000,223.7,181.2,0.025534,48.3,0.9368,0.035241,255.0,0.2624,0.061590,255.0,0.3602,0.013281,42.8,0.3165
583.0333,223.2,182.1,0.025663,50.0,0.9404,0.035258,255.0,0.2618,0.061641,255.0,0.3592,0.013316,43.3,0.3175
583.0667,223.0,182.3,0.025849,50.0,0.9396,0.035547,255.0,0.2606,0.061687,254.8,0.3664,0.013707,43.3,0.3271
583.1000,221.6,183.0,0.025939,50.0,0.9416,0.035561,255.0,0.2593,0.061660,255.0,0.3674,0.013885,43.9,0.3299
583.1333,221.9,182.5,0.026318,49.5,0.9390,0.035851,255.0,0.2580,0.061899,255.0,0.3648,0.013883,44.1,0.3252
583.1667,219.8,183.5,0.026459,49.3,0.9413,0.035752,255.0,0.2572,0.061870,255.0,0.3563,0.013873,44.1,0.3249
583.2000,219.1,182.0,0.026893,49.3,0.9386,0.035878,255.0,0.2564,0.062775,255.0,0.3568,0.014105,43.8,0.3234
583.2333,218.2,182.6,0.027045,51.8,0.9414,0.035738,255.0,0.2549,0.063480,255.0,0.3575,0.014112,44.1,0.3276
583.2667,218.4,182.9,0.026947,50.0,0.9400,0.035039,255.0,0.2536,0.062442,254.6,0.3542,0.014025,43.8,0.3228
583.3000,215.9,185.1,0.026648,49.8,0.7715,0.034415,255.0,0.2500,0.061544,254.8,0.3583,0.013788,43.8,0.3152
583.3333,216.6,183.9,0.026408,49.6,0.7689,0.033815,255.0,0.2499,0.060560,254.8,0.3534,0.013774,44.5,0.3176
583.3667,215.4,187.4,0.025556,48.4,0.7790,0.032544,254.4,0.2513,0.059164,254.4,0.3556,0.013492,44.9,0.3099
583.4000,215.9,187.9,0.025056,48.4,0.7677,0.032210,255.0,0.2504,0.058471,254.8,0.3455,0.013450,44.8,0.3063
583.4333,216.3,189.7,0.024733,48.4,0.7678,0.031572,254.6,0.2486,0.057425,254.9,0.3474,0.013289,44.3,0.3000
583.4667,215.9,190.5,0.024536,48.0,0.7608,0.031365,255.0,0.2490,0.056881,255.0,0.3478,0.013215,43.8,0.3103
583.5000,217.3,192.6,0.023968,47.4,0.7703,0.030679,255.0,0.2476,0.055823,255.0,0.3488,0.012982,43.6,0.3091
583.5333,218.0,193.7,0.023808,48.3,0.7619,0.030165,254.6,0.2492,0.054269,255.0,0.3468,0.012960,43.6,0.3170
583.5667,218.3,196.1,0.023348,48.3,0.7681,0.029341,254.9,0.2494,0.052422,255.0,0.3453,0.012554,43.1,0.3100
583.6000,219.4,195.9,0.022896,45.6,0.7702,0.028530,255.0,0.2516,0.050067,253.8,0.3401,0.012261,41.8,0.3196
583.6333,219.9,198.4,0.022715,46.0,0.7614,0.028252,255.0,0.2493,0.048905,252.7,0.3375,0.012221,41.9,0.3091
