t_rel_s,P1_global_dot_x,P1_global_dot_y,P1_global_leftchk_Ylin,P1_global_leftchk_sat,P1_global_leftchk_edge_rel,P1_global_gazering_R,P1_global_gazering_G,P1_global_gazering_B,P2_afterimages_dot_x,P2_afterimages_dot_y,P2_afterimages_leftchk_Ylin,P2_afterimages_leftchk_sat,P2_afterimages_leftchk_edge_rel,P2_afterimages_gazering_R,P2_afterimages_gazering_G,P2_afterimages_gazering_B,P3_lowlight_dot_x,P3_lowlight_dot_y,P3_lowlight_leftchk_Ylin,P3_lowlight_leftchk_sat,P3_lowlight_leftchk_edge_rel,P3_lowlight_gazering_R,P3_lowlight_gazering_G,P3_lowlight_gazering_B
9.033,546.4,198.2,0.008083,0.3833,0.11266,0.447076,0.260691,0.236844,546.4,198.2,0.008063,0.3833,0.11434,0.564839,0.457145,0.374511,546.4,197.8,0.007447,0.2456,0.05049,0.565162,0.462046,0.370671
9.067,545.8,197.8,0.008059,0.3841,0.08934,0.453378,0.263027,0.237346,545.8,197.8,0.008067,0.3830,0.11482,0.565296,0.450268,0.369048,546.4,198.2,0.007450,0.2425,0.05278,0.561735,0.454955,0.367859
9.100,545.8,197.2,0.008070,0.3869,0.08971,0.456502,0.263620,0.236534,545.8,197.2,0.008073,0.3833,0.10871,0.564490,0.447472,0.362084,545.8,197.8,0.007491,0.2439,0.05218,0.567571,0.449447,0.366746
9.133,546.3,197.2,0.008063,0.3869,0.09060,0.452590,0.263949,0.235819,546.4,197.2,0.008073,0.3839,0.10870,0.557250,0.438707,0.357514,545.8,197.2,0.007512,0.2380,0.05643,0.565139,0.445181,0.359725
9.167,546.3,197.2,0.008065,0.3867,0.08940,0.452343,0.263829,0.235721,546.4,197.2,0.008036,0.3841,0.10373,0.553534,0.426124,0.351389,546.4,197.2,0.007469,0.2436,0.05726,0.553387,0.430275,0.349622
9.200,546.9,197.2,0.008040,0.3838,0.08993,0.446710,0.262361,0.233966,546.9,197.2,0.008027,0.3845,0.10336,0.543951,0.416273,0.343361,546.4,197.2,0.007477,0.2370,0.06341,0.551103,0.424539,0.346500
9.233,546.2,196.8,0.008051,0.3862,0.08934,0.451883,0.262509,0.233713,546.4,196.8,0.008021,0.3847,0.10081,0.545056,0.410198,0.338846,546.9,197.2,0.007450,0.2435,0.06038,0.541727,0.413312,0.338760
9.267,545.8,196.8,0.007993,0.3851,0.08813,0.454480,0.261019,0.233560,545.8,196.8,0.008020,0.3839,0.10090,0.546518,0.402043,0.335069,545.8,196.8,0.007449,0.2373,0.06710,0.547868,0.406359,0.335276
9.300,545.8,196.8,0.007973,0.3851,0.08796,0.452842,0.259961,0.232925,545.8,196.8,0.008003,0.3842,0.09891,0.541449,0.393841,0.329763,545.8,196.8,0.007427,0.2434,0.06219,0.544932,0.398327,0.331312
9.333,546.9,196.2,0.007960,0.3858,0.08908,0.447883,0.261225,0.230740,546.9,196.2,0.007998,0.3843,0.09778,0.533121,0.390676,0.322880,546.9,196.2,0.007432,0.2366,0.06842,0.535554,0.395363,0.324265
9.367,546.9,196.2,0.007978,0.3855,0.08854,0.449697,0.261853,0.231987,546.9,196.2,0.008005,0.3841,0.09828,0.533353,0.388712,0.322607,546.9,196.2,0.007422,0.2452,0.06389,0.533942,0.389302,0.321574
9.400,545.8,196.8,0.007990,0.3857,0.08709,0.454120,0.261306,0.233401,545.8,196.8,0.008007,0.3843,0.09965,0.536603,0.380482,0.322775,546.9,196.2,0.007445,0.2350,0.07230,0.533591,0.388422,0.321206
9.433,546.3,197.2,0.007986,0.3854,0.08739,0.449197,0.260158,0.234016,546.4,197.2,0.008008,0.3852,0.10225,0.528556,0.373478,0.319427,545.8,196.8,0.007428,0.2467,0.06710,0.538541,0.379838,0.323014
9.467,545.8,197.2,0.007984,0.3863,0.08855,0.452053,0.260130,0.233680,545.8,197.2,0.008008,0.3848,0.10252,0.530966,0.369486,0.318548,545.8,197.2,0.007442,0.2356,0.07357,0.532474,0.372418,0.318920
9.500,546.4,197.2,0.008011,0.3840,0.08697,0.452411,0.262100,0.236452,546.4,197.2,0.008031,0.3843,0.10719,0.527999,0.370401,0.318609,546.4,197.2,0.007438,0.2471,0.06865,0.529219,0.371040,0.318939
9.533,546.8,197.8,0.008044,0.3859,0.08871,0.447430,0.263425,0.237015,546.9,197.8,0.008040,0.3845,0.10762,0.522523,0.369534,0.319522,546.9,197.8,0.007459,0.2345,0.07319,0.522508,0.370404,0.318247
9.567,546.9,197.2,0.008094,0.3843,0.08855,0.453464,0.265215,0.238931,546.9,197.2,0.008073,0.3846,0.11039,0.524253,0.369926,0.317343,546.9,197.2,0.007539,0.2351,0.07792,0.523495,0.370648,0.315525
9.600,546.4,198.2,0.008099,0.3866,0.08993,0.452702,0.265140,0.240649,546.4,198.2,0.008089,0.3845,0.11014,0.526151,0.366525,0.321455,546.4,198.1,0.007538,0.2347,0.07782,0.525811,0.367460,0.319895
9.633,546.4,198.8,0.008121,0.3844,0.09100,0.450831,0.264160,0.242348,546.4,198.8,0.008113,0.3861,0.11103,0.522228,0.361691,0.321015,546.4,198.8,0.007544,0.2339,0.07679,0.522222,0.362607,0.321124
9.667,546.9,198.2,0.008140,0.3862,0.09331,0.450120,0.265790,0.240527,546.9,198.2,0.008126,0.3855,0.11226,0.519452,0.361440,0.317169,546.9,198.2,0.007547,0.2340,0.07774,0.518246,0.361841,0.316104
9.700,547.4,198.2,0.008209,0.3846,0.09398,0.451318,0.268328,0.243361,547.4,198.2,0.008202,0.3869,0.11052,0.515583,0.363333,0.317047,547.4,197.8,0.007590,0.2387,0.07126,0.515562,0.363684,0.314271
9.733,546.9,198.2,0.008228,0.3873,0.09969,0.454538,0.269101,0.243527,546.9,198.2,0.008216,0.3873,0.11154,0.520310,0.361258,0.317881,547.4,198.2,0.007611,0.2389,0.07094,0.515614,0.363015,0.316043
9.767,546.8,198.8,0.008281,0.3876,0.09783,0.454876,0.268872,0.246059,546.9,198.8,0.008256,0.3885,0.11249,0.519052,0.360044,0.319400,546.9,198.2,0.007660,0.2417,0.06484,0.520207,0.361428,0.317457
9.800,546.4,199.8,0.008273,0.3894,0.10445,0.452563,0.268043,0.247256,546.4,199.8,0.008236,0.3869,0.11089,0.518850,0.355132,0.321445,546.9,198.8,0.007687,0.2415,0.06575,0.519444,0.361002,0.319265
9.833,546.9,199.8,0.008306,0.3875,0.09875,0.452879,0.269740,0.249097,546.9,199.8,0.008313,0.3874,0.11374,0.515491,0.355295,0.320807,546.4,199.8,0.007694,0.2444,0.06571,0.519261,0.355179,0.321236
9.867,547.4,199.8,0.008319,0.3890,0.10911,0.449261,0.271114,0.248171,547.4,199.8,0.008333,0.3884,0.11380,0.510490,0.355788,0.319091,546.9,199.8,0.007716,0.2455,0.06593,0.515680,0.355008,0.320037
9.900,546.3,200.2,0.008417,0.3866,0.10279,0.459360,0.272100,0.253358,546.3,200.2,0.008422,0.3856,0.10967,0.519697,0.354671,0.323473,547.4,199.8,0.007806,0.2435,0.06999,0.510234,0.356019,0.318024
9.933,546.3,200.2,0.008432,0.3882,0.11270,0.459568,0.273285,0.253035,546.3,200.2,0.008440,0.3883,0.11071,0.520398,0.355331,0.323847,546.3,200.2,0.007835,0.2430,0.06929,0.519483,0.355147,0.323111
9.967,546.4,199.8,0.008482,0.3856,0.10625,0.463149,0.273889,0.254410,546.4,199.8,0.008486,0.3849,0.11043,0.521455,0.354182,0.323385,546.3,200.2,0.007878,0.2394,0.07475,0.520757,0.356027,0.323618
10.000,546.4,199.8,0.008490,0.3876,0.11644,0.462049,0.274574,0.253530,546.4,199.8,0.008480,0.3875,0.12037,0.519313,0.352811,0.320826,546.4,199.8,0.007885,0.2396,0.07587,0.520368,0.354402,0.321579
10.033,545.8,199.2,0.008502,0.3851,0.10714,0.468887,0.274041,0.253877,545.8,199.2,0.008557,0.3854,0.12379,0.523380,0.350713,0.318608,545.8,199.2,0.007876,0.2412,0.07680,0.522765,0.349906,0.317718
10.067,546.4,198.8,0.008463,0.3869,0.12186,0.462511,0.273557,0.249809,546.4,198.8,0.008557,0.3855,0.12355,0.515342,0.341853,0.309446,546.4,198.8,0.007880,0.2381,0.07753,0.517309,0.346190,0.312097
10.100,546.4,198.8,0.008467,0.3864,0.11392,0.462725,0.272778,0.250018,546.4,198.8,0.008550,0.3842,0.11800,0.510048,0.337091,0.304923,546.4,198.8,0.007855,0.2347,0.07871,0.511786,0.337964,0.305472
10.133,546.4,198.2,0.008436,0.3872,0.11748,0.458597,0.269607,0.244194,546.4,198.1,0.008498,0.3838,0.11647,0.508204,0.330249,0.297688,546.4,198.2,0.007823,0.2334,0.08096,0.510852,0.333989,0.300352
10.167,546.9,198.2,0.008380,0.3849,0.10599,0.454545,0.269150,0.243413,546.9,198.2,0.008399,0.3840,0.11306,0.502019,0.324376,0.293312,546.9,198.2,0.007775,0.2323,0.08280,0.502838,0.327496,0.293933
10.200,546.4,198.2,0.008387,0.3852,0.10929,0.458320,0.269318,0.244278,546.4,198.1,0.008428,0.3836,0.11198,0.506849,0.324507,0.295798,546.4,198.2,0.007775,0.2328,0.08243,0.505987,0.326177,0.294000
10.233,546.9,198.2,0.008384,0.3844,0.10525,0.456011,0.269472,0.244490,546.9,198.2,0.008426,0.3850,0.11134,0.502215,0.325687,0.293560,546.9,198.2,0.007780,0.2338,0.08196,0.502515,0.326418,0.293069
10.267,546.4,199.2,0.008382,0.3851,0.10918,0.454785,0.268906,0.246123,546.4,199.2,0.008420,0.3855,0.11112,0.500642,0.322477,0.296487,546.4,199.2,0.007781,0.2335,0.08233,0.500753,0.322998,0.296291
10.300,546.4,199.2,0.008430,0.3859,0.10836,0.458327,0.270874,0.248473,546.4,199.2,0.008467,0.3859,0.10717,0.502173,0.323279,0.297955,546.4,199.2,0.007794,0.2362,0.08104,0.502017,0.323071,0.296993
10.333,545.8,200.2,0.008439,0.3868,0.11334,0.459251,0.270235,0.251494,545.8,200.2,0.008510,0.3855,0.10693,0.505406,0.324814,0.304160,546.4,199.8,0.007811,0.2385,0.08033,0.502209,0.324302,0.300596
10.367,544.8,200.8,0.008471,0.3866,0.11313,0.465379,0.269968,0.255744,544.8,200.8,0.008521,0.3854,0.10295,0.513434,0.325149,0.310970,545.8,200.2,0.007841,0.2350,0.07897,0.505565,0.324659,0.303852
10.400,544.8,200.8,0.008466,0.3865,0.11582,0.464769,0.270280,0.255357,544.8,200.8,0.008521,0.3849,0.10324,0.512859,0.324295,0.310241,544.8,200.8,0.007846,0.2358,0.07925,0.513140,0.325641,0.310267
10.433,544.2,200.8,0.008459,0.3855,0.11356,0.468346,0.269158,0.255382,544.2,200.8,0.008500,0.3858,0.10306,0.514539,0.319813,0.308220,544.8,200.8,0.007835,0.2412,0.07757,0.513285,0.325096,0.309958
10.467,544.8,201.2,0.008423,0.3854,0.11685,0.458623,0.266508,0.252675,544.8,201.2,0.008454,0.3861,0.10543,0.504418,0.314464,0.303327,544.2,200.8,0.007808,0.2359,0.08124,0.512065,0.316928,0.304387
10.500,545.2,200.8,0.008411,0.3836,0.11473,0.457892,0.267240,0.250795,545.2,200.8,0.008439,0.3838,0.10824,0.499642,0.311000,0.295814,544.8,201.2,0.007788,0.2340,0.08070,0.504742,0.315112,0.303321
10.533,544.8,200.8,0.008415,0.3856,0.11712,0.459989,0.267057,0.251816,544.8,200.8,0.008446,0.3856,0.10996,0.503066,0.311500,0.298699,545.2,200.8,0.007764,0.2318,0.08257,0.498703,0.310033,0.294454
10.567,544.8,200.2,0.008443,0.3857,0.11362,0.465822,0.269309,0.253075,544.8,200.2,0.008467,0.3853,0.11544,0.505719,0.311991,0.296965,544.8,200.8,0.007654,0.2554,0.05742,0.504275,0.311214,0.299777
10.600,544.8,200.2,0.008448,0.3855,0.11554,0.465980,0.269875,0.253243,544.8,200.2,0.008492,0.3864,0.11375,0.506211,0.312380,0.297371,544.8,200.1,0.007657,0.2557,0.05751,0.504814,0.310057,0.296164
10.633,545.2,199.8,0.008479,0.3860,0.11734,0.466928,0.271768,0.252782,545.2,199.8,0.008506,0.3857,0.11443,0.504301,0.313311,0.293357,544.8,200.1,0.007709,0.2419,0.05759,0.506994,0.311814,0.297938
10.667,545.2,199.8,0.008471,0.3864,0.11819,0.467185,0.272114,0.252979,545.2,199.8,0.008510,0.3858,0.11415,0.504811,0.313662,0.294096,545.2,199.8,0.007710,0.2419,0.05768,0.505830,0.313023,0.294067
10.700,545.2,200.2,0.008479,0.3852,0.11552,0.464984,0.271203,0.254234,545.2,200.2,0.008518,0.3854,0.11640,0.502036,0.311396,0.294393,545.2,200.2,0.007741,0.2427,0.05660,0.504132,0.312057,0.296049
10.733,544.8,199.8,0.008476,0.3863,0.11925,0.468815,0.271425,0.253504,544.8,199.8,0.008522,0.3851,0.11633,0.505924,0.310455,0.292400,544.8,199.8,0.007742,0.2429,0.05651,0.507406,0.311360,0.294244
10.767,545.2,199.8,0.008447,0.3862,0.11249,0.464620,0.269684,0.250855,545.2,199.8,0.008460,0.3850,0.11533,0.499593,0.305784,0.285904,545.1,199.8,0.007738,0.2442,0.05690,0.503912,0.308018,0.288862
10.800,545.2,200.2,0.008443,0.3877,0.11541,0.462087,0.269265,0.251905,545.2,200.2,0.008452,0.3850,0.11008,0.495167,0.302873,0.286474,545.2,200.2,0.007734,0.2438,0.05706,0.495061,0.304022,0.286116
10.833,544.8,200.8,0.008459,0.3866,0.10557,0.465611,0.269733,0.256247,544.8,200.8,0.008487,0.3853,0.10887,0.498943,0.303922,0.292565,544.8,200.8,0.007788,0.2399,0.05627,0.499780,0.305043,0.292516
10.867,544.2,201.8,0.008468,0.3869,0.11014,0.466185,0.269460,0.258301,544.2,201.8,0.008493,0.3854,0.10883,0.502372,0.305974,0.299100,544.2,201.8,0.007799,0.2395,0.05666,0.502609,0.306373,0.298969
10.900,544.8,201.2,0.008448,0.3854,0.11143,0.461653,0.268248,0.254467,544.8,201.2,0.008456,0.3854,0.10802,0.495477,0.300894,0.291500,544.8,201.2,0.007805,0.2355,0.05576,0.497890,0.303760,0.294069
10.933,544.8,200.8,0.008446,0.3852,0.11560,0.462610,0.268708,0.253630,544.8,200.8,0.008449,0.3855,0.10647,0.493770,0.298454,0.286871,544.8,200.8,0.007781,0.2352,0.05605,0.493024,0.298595,0.285615
10.967,544.2,200.2,0.008453,0.3857,0.10959,0.469112,0.268554,0.253978,544.2,200.2,0.008476,0.3860,0.10814,0.500846,0.298604,0.285099,544.2,200.2,0.007815,0.2391,0.05649,0.500639,0.299561,0.284821
11.000,543.8,200.2,0.008465,0.3868,0.11285,0.472504,0.269436,0.254975,543.8,200.2,0.008488,0.3869,0.11150,0.505893,0.301119,0.289696,543.8,200.2,0.007822,0.2381,0.05591,0.505891,0.301284,0.289796
11.033,543.2,200.2,0.008471,0.3861,0.10660,0.476729,0.268884,0.256277,543.2,200.2,0.008444,0.3885,0.08955,0.510898,0.301145,0.291555,543.2,200.2,0.007822,0.2411,0.05599,0.509594,0.301642,0.291462
11.067,542.8,199.8,0.008406,0.3921,0.08806,0.478726,0.268156,0.254011,542.8,199.8,0.008438,0.3878,0.08980,0.511362,0.299233,0.288094,542.8,199.8,0.007822,0.2396,0.05581,0.514022,0.301521,0.289819
11.100,542.8,198.7,0.008404,0.3879,0.08824,0.482044,0.269606,0.251161,542.7,198.7,0.008435,0.3862,0.09011,0.515745,0.299935,0.282686,542.8,199.8,0.007769,0.2444,0.05475,0.513054,0.298235,0.288388
11.133,541.8,199.1,0.008385,0.3863,0.09000,0.483980,0.266903,0.251105,541.8,199.1,0.008432,0.3852,0.09006,0.515467,0.294611,0.281813,542.8,198.8,0.007769,0.2439,0.05510,0.516413,0.299903,0.282710
11.167,541.2,198.8,0.008358,0.3859,0.08940,0.487377,0.265849,0.249498,541.2,198.8,0.008394,0.3862,0.09204,0.519106,0.294109,0.280978,541.8,199.2,0.007676,0.2438,0.05681,0.514996,0.293301,0.281628
11.200,541.2,198.8,0.008347,0.3876,0.09058,0.486731,0.265614,0.249083,541.2,198.8,0.008394,0.3862,0.09204,0.519263,0.293739,0.280784,541.2,198.8,0.007673,0.2446,0.05701,0.518159,0.293761,0.280316
11.233,541.8,199.2,0.008341,0.3862,0.09020,0.482497,0.265437,0.249630,541.8,199.1,0.008379,0.3864,0.09217,0.513429,0.291975,0.279117,541.2,198.8,0.007666,0.2444,0.05730,0.518297,0.293265,0.280119
11.267,542.9,198.8,0.008333,0.3875,0.09126,0.477924,0.266693,0.248602,542.8,198.8,0.008375,0.3857,0.09283,0.507154,0.290673,0.272438,541.8,199.2,0.007658,0.2448,0.05709,0.512686,0.290276,0.278769
11.300,543.8,198.8,0.008335,0.3854,0.09043,0.472143,0.267503,0.247112,543.8,198.8,0.008339,0.3867,0.09118,0.500270,0.290634,0.269484,542.8,198.8,0.007656,0.2440,0.05869,0.507831,0.290591,0.272604
11.333,544.2,198.8,0.008287,0.3837,0.09027,0.470524,0.266151,0.247195,544.2,198.8,0.008339,0.3874,0.09195,0.493897,0.288786,0.266371,543.8,198.8,0.007656,0.2445,0.05861,0.500023,0.289015,0.270135
11.367,545.2,198.1,0.008232,0.3821,0.08805,0.462408,0.265243,0.242862,545.2,198.2,0.008242,0.3841,0.09022,0.486689,0.286834,0.263590,544.2,198.8,0.007644,0.2436,0.05864,0.494516,0.288684,0.266660
11.400,545.8,197.8,0.008202,0.3846,0.09109,0.458950,0.265857,0.240535,545.8,197.8,0.008219,0.3852,0.09073,0.481143,0.287239,0.259271,545.2,198.2,0.007594,0.2408,0.05960,0.482189,0.285133,0.259340
11.433,545.8,198.1,0.008149,0.3840,0.09181,0.455687,0.264141,0.240169,545.8,198.2,0.008182,0.3839,0.09269,0.477133,0.283816,0.257786,545.9,197.8,0.007576,0.2427,0.06025,0.480168,0.287858,0.258619
11.467,546.4,198.8,0.008146,0.3848,0.09256,0.449780,0.264022,0.240991,546.4,198.8,0.008175,0.3853,0.09284,0.469214,0.283136,0.258380,546.4,198.8,0.007568,0.2409,0.05906,0.467697,0.283728,0.257585
