# DIGITIZED_EXTERNAL_VALIDATION; Ginis et al. 2012 J Vis 12(3):20; y = Log(PSF) as printed (log10 of PSF in sr^-1, see README)
curve,theta_deg,log10_psf
VOS_VDB_1999_BLACK_SOLID,5.0724,-0.4934
VOS_VDB_1999_BLACK_SOLID,5.0761,-0.4934
VOS_VDB_1999_BLACK_SOLID,5.0798,-0.4934
VOS_VDB_1999_BLACK_SOLID,5.0835,-0.4934
VOS_VDB_1999_BLACK_SOLID,5.0872,-0.4934
VOS_VDB_1999_BLACK_SOLID,5.0909,-0.4934
VOS_VDB_1999_BLACK_SOLID,5.0946,-0.4961
VOS_VDB_1999_BLACK_SOLID,5.0983,-0.4961
VOS_VDB_1999_BLACK_SOLID,5.1020,-0.4987
VOS_VDB_1999_BLACK_SOLID,5.1057,-0.4987
VOS_VDB_1999_BLACK_SOLID,5.1094,-0.4987
VOS_VDB_1999_BLACK_SOLID,5.1131,-0.4987
VOS_VDB_1999_BLACK_SOLID,5.1168,-0.5014
VOS_VDB_1999_BLACK_SOLID,5.1205,-0.5040
VOS_VDB_1999_BLACK_SOLID,5.1242,-0.5040
VOS_VDB_1999_BLACK_SOLID,5.1279,-0.5040
VOS_VDB_1999_BLACK_SOLID,5.1315,-0.5040
VOS_VDB_1999_BLACK_SOLID,5.1352,-0.5040
VOS_VDB_1999_BLACK_SOLID,5.1389,-0.5040
VOS_VDB_1999_BLACK_SOLID,5.1426,-0.5040
VOS_VDB_1999_BLACK_SOLID,5.1463,-0.5040
VOS_VDB_1999_BLACK_SOLID,5.1500,-0.5040
VOS_VDB_1999_BLACK_SOLID,5.1537,-0.5094
VOS_VDB_1999_BLACK_SOLID,5.1574,-0.5094
VOS_VDB_1999_BLACK_SOLID,5.1611,-0.5094
VOS_VDB_1999_BLACK_SOLID,5.1648,-0.5094
VOS_VDB_1999_BLACK_SOLID,5.1685,-0.5120
VOS_VDB_1999_BLACK_SOLID,5.1722,-0.5147
VOS_VDB_1999_BLACK_SOLID,5.1759,-0.5147
VOS_VDB_1999_BLACK_SOLID,5.1796,-0.5147
VOS_VDB_1999_BLACK_SOLID,5.1833,-0.5147
VOS_VDB_1999_BLACK_SOLID,5.1870,-0.5147
VOS_VDB_1999_BLACK_SOLID,5.1907,-0.5147
VOS_VDB_1999_BLACK_SOLID,5.1944,-0.5147
VOS_VDB_1999_BLACK_SOLID,5.1981,-0.5147
VOS_VDB_1999_BLACK_SOLID,5.2018,-0.5147
VOS_VDB_1999_BLACK_SOLID,5.2055,-0.5200
VOS_VDB_1999_BLACK_SOLID,5.2092,-0.5200
VOS_VDB_1999_BLACK_SOLID,5.2129,-0.5200
VOS_VDB_1999_BLACK_SOLID,5.2166,-0.5200
VOS_VDB_1999_BLACK_SOLID,5.2203,-0.5227
VOS_VDB_1999_BLACK_SOLID,5.2240,-0.5227
VOS_VDB_1999_BLACK_SOLID,5.2277,-0.5254
VOS_VDB_1999_BLACK_SOLID,5.2314,-0.5254
VOS_VDB_1999_BLACK_SOLID,5.2351,-0.5254
VOS_VDB_1999_BLACK_SOLID,5.2388,-0.5254
VOS_VDB_1999_BLACK_SOLID,5.2425,-0.5254
VOS_VDB_1999_BLACK_SOLID,5.2462,-0.5254
VOS_VDB_1999_BLACK_SOLID,5.2499,-0.5254
VOS_VDB_1999_BLACK_SOLID,5.2536,-0.5254
VOS_VDB_1999_BLACK_SOLID,5.2573,-0.5280
VOS_VDB_1999_BLACK_SOLID,5.2610,-0.5280
VOS_VDB_1999_BLACK_SOLID,5.2646,-0.5307
VOS_VDB_1999_BLACK_SOLID,5.2683,-0.5307
VOS_VDB_1999_BLACK_SOLID,5.2720,-0.5307
VOS_VDB_1999_BLACK_SOLID,5.2757,-0.5307
VOS_VDB_1999_BLACK_SOLID,5.2794,-0.5360
VOS_VDB_1999_BLACK_SOLID,5.2831,-0.5360
VOS_VDB_1999_BLACK_SOLID,5.2868,-0.5360
VOS_VDB_1999_BLACK_SOLID,5.2905,-0.5360
VOS_VDB_1999_BLACK_SOLID,5.2942,-0.5360
VOS_VDB_1999_BLACK_SOLID,5.2979,-0.5360
VOS_VDB_1999_BLACK_SOLID,5.3016,-0.5360
VOS_VDB_1999_BLACK_SOLID,5.3053,-0.5360
VOS_VDB_1999_BLACK_SOLID,5.3090,-0.5360
VOS_VDB_1999_BLACK_SOLID,5.3127,-0.5360
VOS_VDB_1999_BLACK_SOLID,5.3164,-0.5387
VOS_VDB_1999_BLACK_SOLID,5.3201,-0.5413
VOS_VDB_1999_BLACK_SOLID,5.3238,-0.5413
VOS_VDB_1999_BLACK_SOLID,5.3275,-0.5413
VOS_VDB_1999_BLACK_SOLID,5.3312,-0.5413
VOS_VDB_1999_BLACK_SOLID,5.3349,-0.5440
VOS_VDB_1999_BLACK_SOLID,5.3386,-0.5440
VOS_VDB_1999_BLACK_SOLID,5.3423,-0.5440
VOS_VDB_1999_BLACK_SOLID,5.3460,-0.5440
VOS_VDB_1999_BLACK_SOLID,5.3497,-0.5467
VOS_VDB_1999_BLACK_SOLID,5.3534,-0.5467
VOS_VDB_1999_BLACK_SOLID,5.3571,-0.5467
VOS_VDB_1999_BLACK_SOLID,5.3608,-0.5467
VOS_VDB_1999_BLACK_SOLID,5.3645,-0.5467
VOS_VDB_1999_BLACK_SOLID,5.3682,-0.5493
VOS_VDB_1999_BLACK_SOLID,5.3719,-0.5493
VOS_VDB_1999_BLACK_SOLID,5.3756,-0.5520
VOS_VDB_1999_BLACK_SOLID,5.3793,-0.5520
VOS_VDB_1999_BLACK_SOLID,5.3830,-0.5520
VOS_VDB_1999_BLACK_SOLID,5.3867,-0.5520
VOS_VDB_1999_BLACK_SOLID,5.3904,-0.5520
VOS_VDB_1999_BLACK_SOLID,5.3940,-0.5547
VOS_VDB_1999_BLACK_SOLID,5.3977,-0.5547
VOS_VDB_1999_BLACK_SOLID,5.4014,-0.5547
VOS_VDB_1999_BLACK_SOLID,5.4051,-0.5573
VOS_VDB_1999_BLACK_SOLID,5.4088,-0.5573
VOS_VDB_1999_BLACK_SOLID,5.4125,-0.5573
VOS_VDB_1999_BLACK_SOLID,5.4162,-0.5573
VOS_VDB_1999_BLACK_SOLID,5.4199,-0.5600
VOS_VDB_1999_BLACK_SOLID,5.4236,-0.5600
VOS_VDB_1999_BLACK_SOLID,5.4273,-0.5600
VOS_VDB_1999_BLACK_SOLID,5.4310,-0.5627
VOS_VDB_1999_BLACK_SOLID,5.4347,-0.5627
VOS_VDB_1999_BLACK_SOLID,5.4384,-0.5627
VOS_VDB_1999_BLACK_SOLID,5.4421,-0.5627
VOS_VDB_1999_BLACK_SOLID,5.4458,-0.5627
VOS_VDB_1999_BLACK_SOLID,5.4495,-0.5627
VOS_VDB_1999_BLACK_SOLID,5.4532,-0.5627
VOS_VDB_1999_BLACK_SOLID,5.4569,-0.5653
VOS_VDB_1999_BLACK_SOLID,5.4606,-0.5653
VOS_VDB_1999_BLACK_SOLID,5.4643,-0.5680
VOS_VDB_1999_BLACK_SOLID,5.4680,-0.5680
VOS_VDB_1999_BLACK_SOLID,5.4717,-0.5680
VOS_VDB_1999_BLACK_SOLID,5.4754,-0.5680
VOS_VDB_1999_BLACK_SOLID,5.4791,-0.5707
VOS_VDB_1999_BLACK_SOLID,5.4828,-0.5707
VOS_VDB_1999_BLACK_SOLID,5.4865,-0.5733
VOS_VDB_1999_BLACK_SOLID,5.4902,-0.5733
VOS_VDB_1999_BLACK_SOLID,5.4939,-0.5733
VOS_VDB_1999_BLACK_SOLID,5.4976,-0.5733
VOS_VDB_1999_BLACK_SOLID,5.5013,-0.5733
VOS_VDB_1999_BLACK_SOLID,5.5050,-0.5733
VOS_VDB_1999_BLACK_SOLID,5.5087,-0.5733
VOS_VDB_1999_BLACK_SOLID,5.5124,-0.5733
VOS_VDB_1999_BLACK_SOLID,5.5161,-0.5733
VOS_VDB_1999_BLACK_SOLID,5.5198,-0.5733
VOS_VDB_1999_BLACK_SOLID,5.5235,-0.5760
VOS_VDB_1999_BLACK_SOLID,5.5271,-0.5760
VOS_VDB_1999_BLACK_SOLID,5.5308,-0.5786
VOS_VDB_1999_BLACK_SOLID,5.5345,-0.5786
VOS_VDB_1999_BLACK_SOLID,5.5382,-0.5786
VOS_VDB_1999_BLACK_SOLID,5.5419,-0.5840
VOS_VDB_1999_BLACK_SOLID,5.5456,-0.5840
VOS_VDB_1999_BLACK_SOLID,5.5493,-0.5840
VOS_VDB_1999_BLACK_SOLID,5.5530,-0.5840
VOS_VDB_1999_BLACK_SOLID,5.5567,-0.5840
VOS_VDB_1999_BLACK_SOLID,5.5604,-0.5840
VOS_VDB_1999_BLACK_SOLID,5.5641,-0.5840
VOS_VDB_1999_BLACK_SOLID,5.5678,-0.5840
VOS_VDB_1999_BLACK_SOLID,5.5715,-0.5840
VOS_VDB_1999_BLACK_SOLID,5.5752,-0.5840
VOS_VDB_1999_BLACK_SOLID,5.5789,-0.5840
VOS_VDB_1999_BLACK_SOLID,5.5826,-0.5866
VOS_VDB_1999_BLACK_SOLID,5.5863,-0.5893
VOS_VDB_1999_BLACK_SOLID,5.5900,-0.5893
VOS_VDB_1999_BLACK_SOLID,5.5937,-0.5893
VOS_VDB_1999_BLACK_SOLID,5.5974,-0.5893
VOS_VDB_1999_BLACK_SOLID,5.6011,-0.5946
VOS_VDB_1999_BLACK_SOLID,5.6048,-0.5946
VOS_VDB_1999_BLACK_SOLID,5.6085,-0.5946
VOS_VDB_1999_BLACK_SOLID,5.6122,-0.5946
VOS_VDB_1999_BLACK_SOLID,5.6159,-0.5946
VOS_VDB_1999_BLACK_SOLID,5.6196,-0.5946
VOS_VDB_1999_BLACK_SOLID,5.6233,-0.5946
VOS_VDB_1999_BLACK_SOLID,5.6270,-0.5946
VOS_VDB_1999_BLACK_SOLID,5.6307,-0.5946
VOS_VDB_1999_BLACK_SOLID,5.6344,-0.5946
VOS_VDB_1999_BLACK_SOLID,5.6381,-0.5973
VOS_VDB_1999_BLACK_SOLID,5.6418,-0.5973
VOS_VDB_1999_BLACK_SOLID,5.6455,-0.6000
VOS_VDB_1999_BLACK_SOLID,5.6492,-0.6000
VOS_VDB_1999_BLACK_SOLID,5.6529,-0.6000
VOS_VDB_1999_BLACK_SOLID,5.6566,-0.6000
VOS_VDB_1999_BLACK_SOLID,5.6602,-0.6026
VOS_VDB_1999_BLACK_SOLID,5.6639,-0.6053
VOS_VDB_1999_BLACK_SOLID,5.6676,-0.6053
VOS_VDB_1999_BLACK_SOLID,5.6713,-0.6026
VOS_VDB_1999_BLACK_SOLID,5.6750,-0.6053
VOS_VDB_1999_BLACK_SOLID,5.6787,-0.6053
VOS_VDB_1999_BLACK_SOLID,5.6824,-0.6053
VOS_VDB_1999_BLACK_SOLID,5.6861,-0.6053
VOS_VDB_1999_BLACK_SOLID,5.6898,-0.6053
VOS_VDB_1999_BLACK_SOLID,5.6935,-0.6053
VOS_VDB_1999_BLACK_SOLID,5.6972,-0.6080
VOS_VDB_1999_BLACK_SOLID,5.7009,-0.6080
VOS_VDB_1999_BLACK_SOLID,5.7046,-0.6106
VOS_VDB_1999_BLACK_SOLID,5.7083,-0.6106
VOS_VDB_1999_BLACK_SOLID,5.7120,-0.6106
VOS_VDB_1999_BLACK_SOLID,5.7157,-0.6106
VOS_VDB_1999_BLACK_SOLID,5.7194,-0.6106
VOS_VDB_1999_BLACK_SOLID,5.7231,-0.6106
VOS_VDB_1999_BLACK_SOLID,5.7268,-0.6106
VOS_VDB_1999_BLACK_SOLID,5.7305,-0.6133
VOS_VDB_1999_BLACK_SOLID,5.7342,-0.6133
VOS_VDB_1999_BLACK_SOLID,5.7379,-0.6159
VOS_VDB_1999_BLACK_SOLID,5.7416,-0.6159
VOS_VDB_1999_BLACK_SOLID,5.7453,-0.6159
VOS_VDB_1999_BLACK_SOLID,5.7490,-0.6159
VOS_VDB_1999_BLACK_SOLID,5.7527,-0.6159
VOS_VDB_1999_BLACK_SOLID,5.7564,-0.6186
VOS_VDB_1999_BLACK_SOLID,5.7601,-0.6186
VOS_VDB_1999_BLACK_SOLID,5.7638,-0.6213
VOS_VDB_1999_BLACK_SOLID,5.7675,-0.6213
VOS_VDB_1999_BLACK_SOLID,5.7712,-0.6213
VOS_VDB_1999_BLACK_SOLID,5.7749,-0.6213
VOS_VDB_1999_BLACK_SOLID,5.7786,-0.6213
VOS_VDB_1999_BLACK_SOLID,5.7823,-0.6213
VOS_VDB_1999_BLACK_SOLID,5.7860,-0.6213
VOS_VDB_1999_BLACK_SOLID,5.7896,-0.6213
VOS_VDB_1999_BLACK_SOLID,5.7933,-0.6213
VOS_VDB_1999_BLACK_SOLID,5.7970,-0.6213
VOS_VDB_1999_BLACK_SOLID,5.8007,-0.6266
VOS_VDB_1999_BLACK_SOLID,5.8044,-0.6266
VOS_VDB_1999_BLACK_SOLID,5.8081,-0.6266
VOS_VDB_1999_BLACK_SOLID,5.8118,-0.6266
VOS_VDB_1999_BLACK_SOLID,5.8155,-0.6293
VOS_VDB_1999_BLACK_SOLID,5.8192,-0.6293
VOS_VDB_1999_BLACK_SOLID,5.8229,-0.6319
VOS_VDB_1999_BLACK_SOLID,5.8266,-0.6319
VOS_VDB_1999_BLACK_SOLID,5.8303,-0.6319
VOS_VDB_1999_BLACK_SOLID,5.8340,-0.6319
VOS_VDB_1999_BLACK_SOLID,5.8377,-0.6319
VOS_VDB_1999_BLACK_SOLID,5.8414,-0.6319
VOS_VDB_1999_BLACK_SOLID,5.8451,-0.6319
VOS_VDB_1999_BLACK_SOLID,5.8488,-0.6319
VOS_VDB_1999_BLACK_SOLID,5.8525,-0.6319
VOS_VDB_1999_BLACK_SOLID,5.8562,-0.6319
VOS_VDB_1999_BLACK_SOLID,5.8599,-0.6346
VOS_VDB_1999_BLACK_SOLID,5.8636,-0.6373
VOS_VDB_1999_BLACK_SOLID,5.8673,-0.6373
VOS_VDB_1999_BLACK_SOLID,5.8710,-0.6373
VOS_VDB_1999_BLACK_SOLID,5.8747,-0.6373
VOS_VDB_1999_BLACK_SOLID,5.8784,-0.6399
VOS_VDB_1999_BLACK_SOLID,5.8821,-0.6399
VOS_VDB_1999_BLACK_SOLID,5.8858,-0.6426
VOS_VDB_1999_BLACK_SOLID,5.8895,-0.6426
VOS_VDB_1999_BLACK_SOLID,5.8932,-0.6426
VOS_VDB_1999_BLACK_SOLID,5.8969,-0.6426
VOS_VDB_1999_BLACK_SOLID,5.9006,-0.6426
VOS_VDB_1999_BLACK_SOLID,5.9043,-0.6426
VOS_VDB_1999_BLACK_SOLID,5.9080,-0.6426
VOS_VDB_1999_BLACK_SOLID,5.9117,-0.6426
VOS_VDB_1999_BLACK_SOLID,5.9154,-0.6426
VOS_VDB_1999_BLACK_SOLID,5.9191,-0.6426
VOS_VDB_1999_BLACK_SOLID,5.9227,-0.6453
VOS_VDB_1999_BLACK_SOLID,5.9264,-0.6479
VOS_VDB_1999_BLACK_SOLID,5.9301,-0.6479
VOS_VDB_1999_BLACK_SOLID,5.9338,-0.6479
VOS_VDB_1999_BLACK_SOLID,5.9375,-0.6479
VOS_VDB_1999_BLACK_SOLID,5.9412,-0.6479
VOS_VDB_1999_BLACK_SOLID,5.9449,-0.6479
VOS_VDB_1999_BLACK_SOLID,5.9486,-0.6532
VOS_VDB_1999_BLACK_SOLID,5.9523,-0.6532
VOS_VDB_1999_BLACK_SOLID,5.9560,-0.6532
VOS_VDB_1999_BLACK_SOLID,5.9597,-0.6532
VOS_VDB_1999_BLACK_SOLID,5.9634,-0.6532
VOS_VDB_1999_BLACK_SOLID,5.9671,-0.6532
VOS_VDB_1999_BLACK_SOLID,5.9708,-0.6532
VOS_VDB_1999_BLACK_SOLID,5.9745,-0.6532
VOS_VDB_1999_BLACK_SOLID,5.9782,-0.6532
VOS_VDB_1999_BLACK_SOLID,5.9819,-0.6532
VOS_VDB_1999_BLACK_SOLID,5.9856,-0.6559
VOS_VDB_1999_BLACK_SOLID,5.9893,-0.6559
VOS_VDB_1999_BLACK_SOLID,5.9930,-0.6586
VOS_VDB_1999_BLACK_SOLID,5.9967,-0.6586
VOS_VDB_1999_BLACK_SOLID,6.0004,-0.6586
VOS_VDB_1999_BLACK_SOLID,6.0041,-0.6586
VOS_VDB_1999_BLACK_SOLID,6.0078,-0.6586
VOS_VDB_1999_BLACK_SOLID,6.0115,-0.6612
VOS_VDB_1999_BLACK_SOLID,6.0152,-0.6639
VOS_VDB_1999_BLACK_SOLID,6.0189,-0.6639
VOS_VDB_1999_BLACK_SOLID,6.0226,-0.6639
VOS_VDB_1999_BLACK_SOLID,6.0263,-0.6639
VOS_VDB_1999_BLACK_SOLID,6.0300,-0.6639
VOS_VDB_1999_BLACK_SOLID,6.0337,-0.6639
VOS_VDB_1999_BLACK_SOLID,6.0374,-0.6639
VOS_VDB_1999_BLACK_SOLID,6.0411,-0.6639
VOS_VDB_1999_BLACK_SOLID,6.0448,-0.6639
VOS_VDB_1999_BLACK_SOLID,6.0485,-0.6666
VOS_VDB_1999_BLACK_SOLID,6.0522,-0.6666
VOS_VDB_1999_BLACK_SOLID,6.0558,-0.6692
VOS_VDB_1999_BLACK_SOLID,6.0595,-0.6692
VOS_VDB_1999_BLACK_SOLID,6.0632,-0.6692
VOS_VDB_1999_BLACK_SOLID,6.0669,-0.6692
VOS_VDB_1999_BLACK_SOLID,6.0706,-0.6692
VOS_VDB_1999_BLACK_SOLID,6.0743,-0.6719
VOS_VDB_1999_BLACK_SOLID,6.0780,-0.6719
VOS_VDB_1999_BLACK_SOLID,6.0817,-0.6719
VOS_VDB_1999_BLACK_SOLID,6.0854,-0.6719
VOS_VDB_1999_BLACK_SOLID,6.0891,-0.6719
VOS_VDB_1999_BLACK_SOLID,6.0928,-0.6746
VOS_VDB_1999_BLACK_SOLID,6.0965,-0.6746
VOS_VDB_1999_BLACK_SOLID,6.1002,-0.6746
VOS_VDB_1999_BLACK_SOLID,6.1039,-0.6746
VOS_VDB_1999_BLACK_SOLID,6.1076,-0.6746
VOS_VDB_1999_BLACK_SOLID,6.1113,-0.6746
VOS_VDB_1999_BLACK_SOLID,6.1150,-0.6772
VOS_VDB_1999_BLACK_SOLID,6.1187,-0.6772
VOS_VDB_1999_BLACK_SOLID,6.1224,-0.6799
VOS_VDB_1999_BLACK_SOLID,6.1261,-0.6799
VOS_VDB_1999_BLACK_SOLID,6.1298,-0.6799
VOS_VDB_1999_BLACK_SOLID,6.1335,-0.6799
VOS_VDB_1999_BLACK_SOLID,6.1372,-0.6799
VOS_VDB_1999_BLACK_SOLID,6.1409,-0.6799
VOS_VDB_1999_BLACK_SOLID,6.1446,-0.6799
VOS_VDB_1999_BLACK_SOLID,6.1483,-0.6799
VOS_VDB_1999_BLACK_SOLID,6.1520,-0.6799
VOS_VDB_1999_BLACK_SOLID,6.1557,-0.6826
VOS_VDB_1999_BLACK_SOLID,6.1594,-0.6852
VOS_VDB_1999_BLACK_SOLID,6.1631,-0.6852
VOS_VDB_1999_BLACK_SOLID,6.1668,-0.6852
VOS_VDB_1999_BLACK_SOLID,6.1705,-0.6852
VOS_VDB_1999_BLACK_SOLID,6.1742,-0.6879
VOS_VDB_1999_BLACK_SOLID,6.1779,-0.6879
VOS_VDB_1999_BLACK_SOLID,6.1816,-0.6879
VOS_VDB_1999_BLACK_SOLID,6.1853,-0.6905
VOS_VDB_1999_BLACK_SOLID,6.1889,-0.6905
VOS_VDB_1999_BLACK_SOLID,6.1926,-0.6905
VOS_VDB_1999_BLACK_SOLID,6.1963,-0.6905
VOS_VDB_1999_BLACK_SOLID,6.2000,-0.6905
VOS_VDB_1999_BLACK_SOLID,6.2037,-0.6905
VOS_VDB_1999_BLACK_SOLID,6.2074,-0.6905
VOS_VDB_1999_BLACK_SOLID,6.2111,-0.6905
VOS_VDB_1999_BLACK_SOLID,6.2148,-0.6905
VOS_VDB_1999_BLACK_SOLID,6.2185,-0.6905
VOS_VDB_1999_BLACK_SOLID,6.2222,-0.6905
VOS_VDB_1999_BLACK_SOLID,6.2259,-0.6959
VOS_VDB_1999_BLACK_SOLID,6.2296,-0.6959
VOS_VDB_1999_BLACK_SOLID,6.2333,-0.6959
VOS_VDB_1999_BLACK_SOLID,6.2370,-0.6959
VOS_VDB_1999_BLACK_SOLID,6.2407,-0.6959
VOS_VDB_1999_BLACK_SOLID,6.2444,-0.6985
VOS_VDB_1999_BLACK_SOLID,6.2481,-0.6985
VOS_VDB_1999_BLACK_SOLID,6.2518,-0.7012
VOS_VDB_1999_BLACK_SOLID,6.2555,-0.7012
VOS_VDB_1999_BLACK_SOLID,6.2592,-0.7012
VOS_VDB_1999_BLACK_SOLID,6.2629,-0.7012
VOS_VDB_1999_BLACK_SOLID,6.2666,-0.7012
VOS_VDB_1999_BLACK_SOLID,6.2703,-0.7012
VOS_VDB_1999_BLACK_SOLID,6.2740,-0.7012
VOS_VDB_1999_BLACK_SOLID,6.2777,-0.7012
VOS_VDB_1999_BLACK_SOLID,6.2814,-0.7012
VOS_VDB_1999_BLACK_SOLID,6.2851,-0.7012
VOS_VDB_1999_BLACK_SOLID,6.2888,-0.7012
VOS_VDB_1999_BLACK_SOLID,6.2925,-0.7039
VOS_VDB_1999_BLACK_SOLID,6.2962,-0.7065
VOS_VDB_1999_BLACK_SOLID,6.2999,-0.7065
VOS_VDB_1999_BLACK_SOLID,6.3036,-0.7065
VOS_VDB_1999_BLACK_SOLID,6.3073,-0.7065
VOS_VDB_1999_BLACK_SOLID,6.3110,-0.7065
VOS_VDB_1999_BLACK_SOLID,6.3147,-0.7092
VOS_VDB_1999_BLACK_SOLID,6.3183,-0.7119
VOS_VDB_1999_BLACK_SOLID,6.3220,-0.7119
VOS_VDB_1999_BLACK_SOLID,6.3257,-0.7119
VOS_VDB_1999_BLACK_SOLID,6.3294,-0.7119
VOS_VDB_1999_BLACK_SOLID,6.3331,-0.7119
VOS_VDB_1999_BLACK_SOLID,6.3368,-0.7119
VOS_VDB_1999_BLACK_SOLID,6.3405,-0.7119
VOS_VDB_1999_BLACK_SOLID,6.3442,-0.7119
VOS_VDB_1999_BLACK_SOLID,6.3479,-0.7119
VOS_VDB_1999_BLACK_SOLID,6.3516,-0.7119
VOS_VDB_1999_BLACK_SOLID,6.3553,-0.7145
VOS_VDB_1999_BLACK_SOLID,6.3590,-0.7145
VOS_VDB_1999_BLACK_SOLID,6.3627,-0.7145
VOS_VDB_1999_BLACK_SOLID,6.3664,-0.7172
VOS_VDB_1999_BLACK_SOLID,6.3701,-0.7172
VOS_VDB_1999_BLACK_SOLID,6.3738,-0.7172
VOS_VDB_1999_BLACK_SOLID,6.3775,-0.7172
VOS_VDB_1999_BLACK_SOLID,6.3812,-0.7172
VOS_VDB_1999_BLACK_SOLID,6.3849,-0.7199
VOS_VDB_1999_BLACK_SOLID,6.3886,-0.7199
VOS_VDB_1999_BLACK_SOLID,6.3923,-0.7225
VOS_VDB_1999_BLACK_SOLID,6.3960,-0.7225
VOS_VDB_1999_BLACK_SOLID,6.3997,-0.7225
VOS_VDB_1999_BLACK_SOLID,6.4034,-0.7225
VOS_VDB_1999_BLACK_SOLID,6.4071,-0.7225
VOS_VDB_1999_BLACK_SOLID,6.4108,-0.7225
VOS_VDB_1999_BLACK_SOLID,6.4145,-0.7225
VOS_VDB_1999_BLACK_SOLID,6.4182,-0.7225
VOS_VDB_1999_BLACK_SOLID,6.4219,-0.7225
VOS_VDB_1999_BLACK_SOLID,6.4256,-0.7252
VOS_VDB_1999_BLACK_SOLID,6.4293,-0.7252
VOS_VDB_1999_BLACK_SOLID,6.4330,-0.7252
VOS_VDB_1999_BLACK_SOLID,6.4367,-0.7278
VOS_VDB_1999_BLACK_SOLID,6.4404,-0.7278
VOS_VDB_1999_BLACK_SOLID,6.4441,-0.7278
VOS_VDB_1999_BLACK_SOLID,6.4478,-0.7278
VOS_VDB_1999_BLACK_SOLID,6.4514,-0.7305
VOS_VDB_1999_BLACK_SOLID,6.4551,-0.7305
VOS_VDB_1999_BLACK_SOLID,6.4588,-0.7305
VOS_VDB_1999_BLACK_SOLID,6.4625,-0.7305
VOS_VDB_1999_BLACK_SOLID,6.4662,-0.7305
VOS_VDB_1999_BLACK_SOLID,6.4699,-0.7305
VOS_VDB_1999_BLACK_SOLID,6.4736,-0.7305
VOS_VDB_1999_BLACK_SOLID,6.4773,-0.7332
VOS_VDB_1999_BLACK_SOLID,6.4810,-0.7332
VOS_VDB_1999_BLACK_SOLID,6.4847,-0.7332
VOS_VDB_1999_BLACK_SOLID,6.4884,-0.7332
VOS_VDB_1999_BLACK_SOLID,6.4921,-0.7358
VOS_VDB_1999_BLACK_SOLID,6.4958,-0.7358
VOS_VDB_1999_BLACK_SOLID,6.4995,-0.7385
VOS_VDB_1999_BLACK_SOLID,6.5032,-0.7385
VOS_VDB_1999_BLACK_SOLID,6.5069,-0.7385
VOS_VDB_1999_BLACK_SOLID,6.5106,-0.7385
VOS_VDB_1999_BLACK_SOLID,6.5143,-0.7385
VOS_VDB_1999_BLACK_SOLID,6.5180,-0.7385
VOS_VDB_1999_BLACK_SOLID,6.5217,-0.7385
VOS_VDB_1999_BLACK_SOLID,6.5254,-0.7385
VOS_VDB_1999_BLACK_SOLID,6.5291,-0.7385
VOS_VDB_1999_BLACK_SOLID,6.5328,-0.7385
VOS_VDB_1999_BLACK_SOLID,6.5365,-0.7385
VOS_VDB_1999_BLACK_SOLID,6.5402,-0.7412
VOS_VDB_1999_BLACK_SOLID,6.5439,-0.7438
VOS_VDB_1999_BLACK_SOLID,6.5476,-0.7438
VOS_VDB_1999_BLACK_SOLID,6.5513,-0.7438
VOS_VDB_1999_BLACK_SOLID,6.5550,-0.7438
VOS_VDB_1999_BLACK_SOLID,6.5587,-0.7438
VOS_VDB_1999_BLACK_SOLID,6.5624,-0.7465
VOS_VDB_1999_BLACK_SOLID,6.5661,-0.7465
VOS_VDB_1999_BLACK_SOLID,6.5698,-0.7465
VOS_VDB_1999_BLACK_SOLID,6.5735,-0.7492
VOS_VDB_1999_BLACK_SOLID,6.5772,-0.7492
VOS_VDB_1999_BLACK_SOLID,6.5809,-0.7492
VOS_VDB_1999_BLACK_SOLID,6.5845,-0.7492
VOS_VDB_1999_BLACK_SOLID,6.5882,-0.7492
VOS_VDB_1999_BLACK_SOLID,6.5919,-0.7492
VOS_VDB_1999_BLACK_SOLID,6.5956,-0.7492
VOS_VDB_1999_BLACK_SOLID,6.5993,-0.7492
VOS_VDB_1999_BLACK_SOLID,6.6030,-0.7492
VOS_VDB_1999_BLACK_SOLID,6.6067,-0.7492
VOS_VDB_1999_BLACK_SOLID,6.6104,-0.7492
VOS_VDB_1999_BLACK_SOLID,6.6141,-0.7545
VOS_VDB_1999_BLACK_SOLID,6.6178,-0.7545
VOS_VDB_1999_BLACK_SOLID,6.6215,-0.7545
VOS_VDB_1999_BLACK_SOLID,6.6252,-0.7545
VOS_VDB_1999_BLACK_SOLID,6.6289,-0.7545
VOS_VDB_1999_BLACK_SOLID,6.6326,-0.7572
VOS_VDB_1999_BLACK_SOLID,6.6363,-0.7572
VOS_VDB_1999_BLACK_SOLID,6.6400,-0.7598
VOS_VDB_1999_BLACK_SOLID,6.6437,-0.7598
VOS_VDB_1999_BLACK_SOLID,6.6474,-0.7598
VOS_VDB_1999_BLACK_SOLID,6.6511,-0.7598
VOS_VDB_1999_BLACK_SOLID,6.6548,-0.7598
VOS_VDB_1999_BLACK_SOLID,6.6585,-0.7598
VOS_VDB_1999_BLACK_SOLID,6.6622,-0.7598
VOS_VDB_1999_BLACK_SOLID,6.6659,-0.7598
VOS_VDB_1999_BLACK_SOLID,6.6696,-0.7598
VOS_VDB_1999_BLACK_SOLID,6.6733,-0.7598
